data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6933211,558,NIC237,237,25 December 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),AMA: Mothers of April Association; Women (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Confidencial,National,"On 25 December 2019 in Managua (Managua) inside the mall Galerias, protesters, mostly mothers from the Mothers of April Association, demanded the release of so-called political prisoners detained under the regime of President Ortega. Days later, 91 prisoners were in fact released. [size=no report]",0,1582839801,NIC
6955791,558,NIC235,235,24 December 2019,2019,1,Violence against civilians,Attack,Militia (Pro-Government),FSLN: Sandinista National Liberation Front,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Chinandega,Chinandega,,Chinandega,12.6294,-87.1311,1,La Prensa (Nicaragua),National,"On 24th December 2019 in Chinandega (Chinandega), at the street La Sanidad, around fifteen Orteguista supporters and armed paramilitaries attacked two brothers of recently released so-called political prisoner Amaya Coppens and two other people following the victims participation in a protest to release political prisoners. After the attack the aggressors took the four of them to a police station, where they were later released four hours later.",0,1582840319,NIC
6955775,558,NIC236,236,24 December 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Chinandega,Chinandega,,Chinandega,12.6294,-87.1311,1,La Prensa (Nicaragua),National,"On 24th December 2019 in Chinandega (Chinandega), protesters demanded the release of political prisoners at the city's park. [size=no report]",0,1582840319,NIC
6955788,558,NIC234,234,23 December 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Farmers (Nicaragua),6,,,0,60,Central America,Nicaragua,Rio San Juan,San Juan de Nicaragua,,San Juan de Nicaragua,10.9465,-83.7348,1,La Prensa (Nicaragua),National,"On 23th December 2019 in San Juan de Nicaragua (Rio San Juan) at the community El Fajardo, peasants marched to celebrate six years of their struggle against the Law of the Inter-ocean channel, as well as to demand freedom to the so-called political prisoners of the President Ortega's regime, and to end Ortega's regime. [size=no report]",0,1582840319,NIC
7016880,558,NIC233,233,12 December 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),ACJD: Civic Alliance for Justice and Democracy; UNAB: National Unit Blue and White; Civilians (Nicaragua); Journalists (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Trinchera (Nicaragua),National,"On 12 December 2019 in Managua (capital) at the entrance of the Metrocentro Intercontinental Hotel, members from ACJD: Civic Alliance for Justice and Democracy and UNAB: National Unit Blue and White, besides mothers of so-called political prisoners gathered after a presentation on proposals for election reforms in an improptu protest. Police forces intervened, at least two women were hit by the police with batons. Also a journalist was beaten by three police officers. [size=no report]",0,1585691847,NIC
7016892,558,NIC232,232,10 December 2019,2019,2,Violence against civilians,Attack,Police Forces of Nicaragua (2007-),,1,Civilians (Nicaragua),,7,17,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Despacho 505,National,"As reported on 10 December 2019 in Masaya (Masaya), police officers beat a civilian who is a renowned for their political opposition to the regime of President Ortega. They also stole his telephone, wallet and money. He was riding on a motorcycle when police officers stopped him and said he was going to pay for the trouble political oppositors were causing, before the aggression started.",0,1585691847,NIC
7016913,558,NIC231,231,05 December 2019,2019,1,Violence against civilians,Attack,Police Forces of Nicaragua (2007-),,1,Civilians (Nicaragua),Journalists (Nicaragua),7,17,Central America,Nicaragua,Matagalpa,Matagalpa,,Matagalpa,12.9256,-85.9175,1,La Prensa (Nicaragua),National,"On 5 December 2019 in Matagalpa (Matagalpa) reportedly a police officer attacked a journalist covering a trial on the murder of a United States' citizen killed in September 2019 in Matagalpa. The police officer broke the journalist's mobile phone. The media channel for which the journalist works for is known for its opposition to the regime of President Ortega, what might be linked to the attack.",0,1585691847,NIC
7016921,558,NIC230,230,03 December 2019,2019,1,Violence against civilians,Attack,Police Forces of Nicaragua (2007-),,1,Civilians (Nicaragua),Prisoners (Nicaragua),7,17,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 3 December 2019 in Managua, leaving from the El Nuevo Chipote penitentiary center at the neighborhood of La Loma de Tiscapa, family members of a so-called Belgian political prisoner from the regime of President Ortega denounced an attack from a police officer against her as reported by fellow inmates, as well as her deprivation from needed medicines.",0,1585691847,NIC
6930096,558,NIC229,229,02 December 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,AFP,International,"On 2 December 2019 in Masaya (Masaya) the funeral of Jose Ugarte Lopez, alias Chabelo, became a demonstration against the regime of President Ortega, as the regime is accused for his death. Although police officers claim the victim was killed during an armed clash, the victim's wife denies it and links his death to his political engagement in protests against the regime of President Ortega. [size=no report]",0,1582839791,NIC
6955770,558,NIC228,228,30 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,La Prensa (Nicaragua),National,"On 30 November 2019 in Masaya (Masaya), family members of so-called political prisoners protested to demand their immediate release. [size=no report]",0,1582840319,NIC
6932354,558,NIC226,226,28 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Canal 10 (Nicaragua),National,"On 28 November 2019 in Managua (capital) at the Agrarian University, students protested against the student elections that deemed not to be transparent. They also protested against police harassment. [size=no report]",0,1582839798,NIC
6955724,558,NIC227,227,28 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 28 November 2019 in Managua (capital) at the Centroamerican University, students protested against the regime of President Ortega. [size=no report]",0,1582840319,NIC
6931095,558,NIC225,225,24 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Articulo 66,National,"On 24 November 2019 in Managua (capital) in front of the San Francisco de Asis church, family members of the so-called political prisoners protested against the regime of President Ortega, as well as demanded the release of these prisoners. [size=no report]",0,1582839794,NIC
6933209,558,NIC223,223,23 November 2019,2019,1,Riots,Mob violence,Rioters (Nicaragua),,5,Civilians (Nicaragua),Students (Nicaragua),7,57,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Confidencial,National,"On 23 November 2019, in Managua, a student murdered during the demonstrations of April 2018 against Presidente Ortega was honoured by his school and colleagues during their graduation party. Supporters of the Ortega regime approached, screamed and threw objects against the participants of high school graduation. [size=no report]",0,1582839801,NIC
6955752,558,NIC224,224,23 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masatepe,,Masatepe,11.9145,-86.1446,1,La Prensa (Nicaragua),National,"On 23 November 2019 in Masatepe (Masaya), protesters marched for national peace and in support of the regime of President Ortega. [size=no report]",0,1582840319,NIC
6955769,558,NIC222,222,23 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 23 November 2019 in Managua, protesters marched for national peace and in support of the regime of President Ortega. [size=no report]",0,1582840319,NIC
6933212,558,NIC221,221,22 November 2019,2019,1,Riots,Mob violence,Rioters (Nicaragua),FSLN: Sandinista National Liberation Front,5,Civilians (Nicaragua),Journalists (Nicaragua),7,57,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Confidencial,National,"On 22th November 2019, in Masaya, a New York Times journalist was attacked by rioters as she was covering a hunger strike going on inside a Catholic church that turned into a siege with police cutting off supplies or people into it. She declared the attacks came by supporters of the regime of President Ortega, and that police did nothing to protect her. [size=no report]",0,1582839801,NIC
6955794,558,NIC220,220,21 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 21 November 2019 in Managua, inside the Thomas Moore University, students protested against the regime of President Ortega and demanded freedom for the so-called political prisoners of the regime. [size=no report]",0,1582840319,NIC
6955774,558,NIC219,219,20 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 20 November 2019 in Managua, inside the Centroamerican University, students protested against the regime of President Ortega. Classes were suspended in the afternoon. [size=no report]",0,1582840319,NIC
6955768,558,NIC218,218,18 November 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),,6,Rioters (Nicaragua),,5,56,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 18 November 2019 in Managua, inside the Catholic Cathedral, opposers to the regime of President Ortega gathered to launch a hunger strike to demand the release of the so-called political prisoners. Reportedly over a hundred persons entered the church to defend Ortega's regime and attack the priest coordinating the opposition action. [size=over a hundred]",0,1582840319,NIC
6955776,558,NIC217,217,16 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 16 November 2019, in Managua, in front of the Cathedral, over a hundred protesters gathered to demand the release of so-called political prisoners. [size=over 100]",0,1582840319,NIC
6955816,558,NIC215,215,15 November 2019,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Journalists (Nicaragua); Women (Nicaragua),7,37,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,La Prensa (Nicaragua),National,"On 15 November 2019, in Masaya, a journalist was filming the police action in front of the San Jeronimo church, where protesters are undergoing a hunger strike for the release of so-called political prisoners, when an unidentified man attacked the journalist and broke her phone. Perpetrator unknown.",0,1582840320,NIC
7214776,558,NIC213,213,15 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Canal 10 (Nicaragua),National,"On 15 November 2019, in Managua, in front of the OAS building, the joint son of the President Ortega and Vice President Murillo protested against the supposed bias the OAS is showing against the joint government co-led by his father and his mother. [size=one]",0,1600122735,NIC
6955745,558,NIC216,216,15 November 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Journalists (Nicaragua),7,37,Central America,Nicaragua,Matagalpa,Matagalpa,,Matagalpa,12.9256,-85.9175,1,La Prensa (Nicaragua),National,"On 15 November 2019, in Matagalpa, unidentified armed men conducted a drive-by shooting against the television media Notima TV, in Matagalpa. The attack is linked to the dismantling of dissent and/or opposition in media by the regime of President Ortega and his supporters. No reports of persons injured.",0,1582840319,NIC
6955764,558,NIC214,214,15 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,La Prensa (Nicaragua),National,"On 15 November 2019, in Masaya, at the San Jeronimo church, protesters gathered to demand the release of the so-called political prisoners; some of the protesters are undergoing a hunger strike for this cause. [size=no report]",0,1582840319,NIC
6955734,558,NIC212,212,14 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Catarina,,Catarina,11.9101,-86.0738,1,La Prensa (Nicaragua),National,"On 14 November 2019, in Catarina, Masaya, protesters used the beginning of the religious festivities for Saint Catherine to protest against the regime of President Daniel Ortega, marching amidst the religious procession for the saint. [size=no report]",0,1582840319,NIC
6955783,558,NIC211,211,13 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 13 November 2019, in Managua, at the Centroamerican University, protesters, mostly students, gathered to demand the Army to proceed to a coup against President Daniel Ortega, referring to the recent coup led by the National Armed Forces against President Evo Morales, in Bolivia. The protesters gathered and read a public statement on this issue. [size=no report]",0,1582840319,NIC
7017052,558,NIC208,208,10 November 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),,6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Articulo 66,National,"On 10 November 2019, in Managua, at the Metrocentro Mall, protesters gathered to demand the release of so-called political prisoners. Police intervened and seized phones, signs and flags from protesters, trying to disperse them in actions that raised concerned about excessive use of force. No injuries nor detentions reported. [size=no report]",0,1585692248,NIC
6931092,558,NIC209,209,10 November 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Journalists (Nicaragua),7,37,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Articulo 66,National,"On 10 November 2019, in Managua, at the Metrocentro Mall, at least two journalists were reported to have suffered from violence by supporters of the Ortega regime, while they were reporting a protest that demanded the release of so-called political prisoners. [size=no report]",0,1582839794,NIC
6931093,558,NIC210,210,10 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Articulo 66,National,"On 10 November 2019, in Managua, at the Metrocentro Mall, protesters gathered to demand the release of so-called political prisoners. [size=no report]",0,1582839794,NIC
6955779,558,NIC207,207,09 November 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Costa Caribe Norte,Siuna,,Siuna,13.7332,-84.7773,2,La Prensa (Nicaragua),National,"On 9 November 2019 in Rosita, near Siuna, Northern Caribbean Coast, three persons invaded the community Nueva America to expel the residents living there. During an unclear situation where shots were heard, the three of them were killed. Perpetrators unknown and motive is land-grabbing.",3,1582840319,NIC
6955729,558,NIC206,206,09 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Carazo,Diriamba,,Diriamba,11.8581,-86.2392,1,La Prensa (Nicaragua),National,"On 9 November 2019, in Diriamba, Carazo, students from the Ruben Dario University protested because university officials had supposedly guaranteed to the then prospective students that the academic courses offered were duly registered and approved before the National Council of Universities, however they remain unapproved. Students are demanding the return of their tuitions, as they were promised the courses they were taking would lead to a valid university degree. [size=no report]",0,1582840319,NIC
7017098,558,NIC205,205,04 November 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),Journalists (Nicaragua); Civilians (Nicaragua); Students (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,2,La Prensa (Nicaragua),National,"On 4 November 2019, on the road which provides access to Masaya, protesters, among them students, gathered to demand the release of so-called political prisoners. Police reacted with violence against protesteres and blocked the access of a journalist to the area. No reports of injured nor detained persons. [size=no report]",0,1585692248,NIC
6955727,558,NIC204,204,04 November 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Lawyers (Nicaragua),7,37,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 4 November 2019 in Managua, the house of the lawyer who represents political oppoitors to President Ortega who are undergoing criminal proceedings was targeted by a shooting by unidentified armed men. No victims, perpetrators unknown and motive preliminarly linked to the victim's legal work.",0,1582840319,NIC
6955747,558,NIC203,203,04 November 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Chinandega,Chinandega,,Chinandega,12.6294,-87.1311,1,La Prensa (Nicaragua),National,"On 4 November 2019 in Chinandega, Chinandega, at the neighborhood of San Luis, the house of a business man and known local political oppositor to President Ortega was targeted by a drive-by shooting. No victims, perpetrators unknown and motive preliminarly linked to the political affiliations of the victim.",0,1582840319,NIC
6955733,558,NIC202,202,01 November 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),AMA: Mothers of April Association; Women (Nicaragua); Students (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 1 November 2019, in Managua, students and members of the Mothers of April Association marched in silence inside the Centroamerican University to protest President Ortega regime and to honour protesters who were killed. The march could not leave the university due to reinforced police presence outside. [size=no report]",0,1582840319,NIC
7214777,558,NIC201,201,30 October 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),Journalists (Nicaragua); Civilians (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Canal 10 (Nicaragua),National,"On 30 October 2019, in Managua, protesters gathered at a mall, where they, as well as journalists covering the protest, were aggressed by police forces. No reports on injured nor detained. [size=no report]",0,1600122735,NIC
6932344,558,NIC200,200,29 October 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Women (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Canal 10 (Nicaragua),National,"On 29 October 2019, in Managua, mothers of persons deprived of liberty in the context of social unrest protested in front of the National Assembly to demand the freedom for the detained. [size=no report]",0,1582839798,NIC
6932360,558,NIC199,199,29 October 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Labour Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Ciudad Sandino,,Ciudad Sandino,12.1589,-86.3442,1,Canal 10 (Nicaragua),National,"On 29 Oct 2019, in Ciudad Sandino (Managua), workers from the transport sector protested against a new tax which would increase costs to their operations. [size=no report]",0,1582839798,NIC
6931090,558,NIC198,198,26 October 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Articulo 66,National,"On 26 October 2019, in Masaya, during traditional festivities, persons protested the regime of President Daniel Ortega and demanded freedom to the so-called political prisoners of the Ortega regime. [size=no report]",0,1582839794,NIC
7119843,558,NIC291,291,26 October 2019,2019,2,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,Articulo 66,National,"Around 26 October 2019, in Masaya (Masaya), family members of so-called political prisoners protested against the regime of President Ortega and demanded freedom to these prisoners. [size=no report]",0,1591640383,NIC
7017303,558,NIC197,197,10 October 2019,2019,1,Battles,Armed clash,Military Forces of Nicaragua (2007-),,1,Police Forces of Nicaragua (2007-),,1,11,Central America,Nicaragua,Costa Caribe Norte,Puerto Cabezas,,Puerto Cabezas,14.0351,-83.3888,1,Trinchera (Nicaragua),National,"On 10 October 2019, in Bilwi, Puerto Cabezas (Caribe Norte), a soldier attacked a police station, then surrendered to authorities. No injured nor deaths reported.",0,1585692249,NIC
7214778,558,NIC196,196,03 October 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),,7,37,Central America,Nicaragua,Rio San Juan,San Juan de Nicaragua,,San Juan de Nicaragua,10.9465,-83.7348,1,Canal 10 (Nicaragua),National,"On 3 October 2019, in San Juan de Nicaragua (Greytown), at the Indio Maiz Biological Reserve, territory of Rama- Kriol communities, five members of a family, including two children, were killed. The motive is linked to land grabbing and perpertrators are unknown.",5,1600122735,NIC
7270220,558,NIC195,195,02 October 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Indigenous Group (Nicaragua),7,37,Central America,Nicaragua,Costa Caribe Norte,Prinzapolka,,Prinzapolka,13.4071,-83.5645,2,La Prensa (Nicaragua),National,"On 2 October 2019 in Prinzapolka (Costa Caribe Norte) armed men invaded and shot at the indigenous community of Masmalaya to forcibly evict them. Three men died and one was injured from the attack, besides a total of at least ten houses and a church burned. Eight men linked to the attack are under custody.",3,1604348897,NIC
6955784,558,NIC194,194,01 October 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Catholic Christian Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Masaya,Masaya,,Masaya,11.9744,-86.0942,1,La Prensa (Nicaragua),National,"On 1 October 2019, in Masaya, during a Catholic march for Saint Jeronome, protesters held white and blue flags and asked for the release of so-called political prisoners. Number of protesters unknown. [size=no report]",0,1582840319,NIC
6955728,558,NIC193,193,30 September 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Catholic Christian Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 30 September 2019, in Managua, during a Catholic ceremony for Saint Miguel Arcangel, protesters asked for peace and for the release of so-called political prisoners. Number of protesters unknown. [size=no report]",0,1582840319,NIC
6955802,558,NIC192,192,29 September 2019,2019,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (United States),Women (United States),7,37,Central America,Nicaragua,Matagalpa,Matagalpa,,Matagalpa,12.9256,-85.9175,1,La Prensa (Nicaragua),National,"On 29 September 2019 in Matagalpa, on the neighborhood El Progreso, a US female citizen was shot and killed. The family of the victim accuse the paramilitary to have been the perpetrators, while the National Police states the death was caused by personal disputes. The Nicaraguan partner of the deceased woman had received threats (the wall of his house was painted with a death threat one month earlier) for protesting against the regime of Ortega.",1,1582840319,NIC
6955761,558,NIC191,191,24 September 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Matagalpa,Matagalpa,,Matagalpa,12.9256,-85.9175,1,La Prensa (Nicaragua),National,"On 24 September, in Matagalpa, in front of the cathedral San Pedro Apostol, amidst religious festivities, a protest was held wth chants criticizing the Ortega regime and supporting fellow protesters. [size=no report]",0,1582840319,NIC
6969542,558,NIC190,190,22 September 2019,2019,2,Explosions/Remote violence,Remote explosive/landmine/IED,APN: Nicaraguan Patriotic Alliance,,3,,,0,30,Central America,Nicaragua,Matagalpa,Matagalpa,,San Isidro,12.929,-86.1932,1,Trinchera (Nicaragua),National,"On 22 September 2019, in San Isidro (Matagalpa) the little-known group Nicaraguan Patriotic Alliance claimed responsibility for explosions against the bridge San Isidro, which connects the Corinto harbour to Chinandega and Leon. Exact day of explosions is unclear.",0,1582840376,NIC
7017446,558,NIC189,189,21 September 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),UNAB: National Unit Blue and White,6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,AFP,International,"On 21 September, in the capital Managua, hundreds of protesters, mostly from UNAB, gathered in four points of Managua to march and protest against the regime of President Ortega. Heavy policial presence at these locations, combined with the use by the public forces of tear gas, hampered the protest from taking place as planned. A young man was injured from a tear gas can and a woman fainted due to tear gas. [size=hundreds]",0,1585692249,NIC
6952245,558,NIC188,188,16 September 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Journalists (Nicaragua),7,37,Central America,Nicaragua,Boaco,Camoapa,,Camoapa,12.3841,-85.5114,1,Hoy (Nicaragua),National,"On 16 September, in Camoapa (Boaco) a community radio station, Radio Camoapa, was attacked for the second day in a row. The radio journalists iare opposed to the regime of President Ortega and the act is allegedly based on political reasons. No fatalities nor injured, perpetrators unknown.",0,1582840232,NIC
7215165,558,NIC186,186,15 September 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),,6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 15 September, in Managua, in front of the capital, a protest was held with signs during twenty minutes against President Ortega's decision to refuse entry and access to a High Level Commission of the Organization of American States (OAS) to the country. Number of participants is unknown. [size=no report]",0,1600122736,NIC
6941317,558,NIC185,185,15 September 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Journalists (Nicaragua),7,37,Central America,Nicaragua,Boaco,Camoapa,,Camoapa,12.3841,-85.5114,1,El Nuevo Diario (Nicaragua),National,"On 15 September, in Camoapa (Boaco) a community radio station, Radio Camoapa, was attacked. The radio journalists are opposed to the regime of President Ortega and the act is allegedly based on political reasons. No fatalities nor injured reported and perpetrators are unknown.",0,1582839952,NIC
6955758,558,NIC187,187,15 September 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Christian Group (Nicaragua),6,,,0,60,Central America,Nicaragua,Matagalpa,Matagalpa,,Matagalpa,12.9256,-85.9175,1,La Prensa (Nicaragua),National,"On 15 September, in Matagalpa, in front of the cathedral San Pedro Apostol, following religious festivities, a protest was held with signs and inverted Nicaraguan flags to protest against the regime of President Ortega, number of participants unknown. [size=no report]",0,1582840319,NIC
6955739,558,NIC184,184,14 September 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),Students (Nicaragua),7,37,Central America,Nicaragua,Leon,Leon,,Leon,12.4379,-86.87799999999999,1,La Prensa (Nicaragua),National,"On 14th September 2019, armed men attacked the house of a leader of the student movement, Nahiroby Olivas Valdivia. They damaged the house, but no shots, nor injured persons nor fatalities were reported.",0,1582840319,NIC
7017513,558,NIC183,183,13 September 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),Farmers (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 13th September 2019, peasants refrained from their scheduled protest as a significant police presence around Managua. [size=no report]",0,1585692249,NIC
6932340,558,NIC181,181,10 September 2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nicaragua),,3,Civilians (Nicaragua),LGBT (Nicaragua),7,37,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Canal 10 (Nicaragua),National,"On 10th September 2019, two men on a moto arrived at the Office of the ANIT, a national organization for trans persons and attacked their President. She was injured but is recoverning. No fatalities.",0,1582839798,NIC
6969531,558,NIC182,182,10 September 2019,2019,1,Protests,Peaceful protest,Protesters (Nicaragua),Health Workers (Nicaragua),6,,,0,60,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,Trinchera (Nicaragua),National,"On 10th September 2019, medical groups protested in front of the United Nations building over the dismissal of 400 health officers.The police responded by surrounding the protest zone with 160 officers, many armed. [size=no report]",0,1582840376,NIC
7017551,558,NIC178,178,09 September 2019,2019,1,Protests,Protest with intervention,Protesters (Nicaragua),Students (Nicaragua),6,Police Forces of Nicaragua (2007-),,1,16,Central America,Nicaragua,Managua,Managua,,Managua,12.1328,-86.2504,1,La Prensa (Nicaragua),National,"On 9th September 2019, police officers, trained dogs and patrols surrounded the University of Managua, as students planned a march to protest. Due the police intervention, some students protested inside the university. No injured and no fatalities. [size=no report]",0,1585692249,NIC
7017552,558,NIC180,180,09 September 2019,2019,1,Violence against civilians,Attack,Police Forces of Nicaragua (2007-),,1,Civilians (Nicaragua),,7,17,Central America,Nicaragua,Managua,Tipitapa,,Tipitapa,12.1973,-86.0971,1,Hoy (Nicaragua),National,"On 9th September 2019, a 25-year-old was shot and killed by the police in the road Panamericana Norte, Tipitapa. The Police accused the victim of committing a theft, his mother contests this version.",1,1585692249,NIC
